,Gene,HGNC Gene ID,Disease,MONDO Disease ID,SOP,Classification,Report Reference URL,Report Date,Status,Definitive,Gene QID,Disease QID
312,GJB6,HGNC:4288,Clouston syndrome,MONDO_0007510,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/ff18d307-80a8-44b8-8b1a-e26e8a7d912a--2018-04-17T16:00:00,2018-04-17T16:00:00.000Z,complete,yes,Q18035847,Q5135822
313,GLA,HGNC:4296,Fabry disease,MONDO_0010526,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/eb4bb6f4-89de-4586-af6b-3f218b8cb4dc--2019-01-23T17:00:00,2019-01-23T17:00:00.000Z,complete,yes,Q14886374,Q615645
314,GLDC,HGNC:4313,glycine encephalopathy,MONDO_0011612,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/14d991f3-25f3-40c9-aacd-c1a008d9eaea--2018-12-12T17:00:00,2018-12-12T17:00:00.000Z,complete,yes,Q18026135,Q3053945
315,GLUL,HGNC:4341,congenital brain dysgenesis due to glutamine synthetase deficiency,MONDO_0012393,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/d71d7866-437d-48bd-8a98-21e67abdd917--2019-09-13T17:09:47,2019-09-13T17:09:47.008Z,error,no,Q18026178,Q55783719
316,GNAO1,HGNC:4389,early infantile epileptic encephalopathy,MONDO_0016021,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/b56856e2-8e6f-4f01-a6bd-1642fee71e5b--2018-12-18T17:00:00,2018-12-18T17:00:00.000Z,error,yes,Q18026233,absent
317,GNAO1,HGNC:4389,movement disorder,MONDO_0005395,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/418a5a18-3d0e-4cef-84b4-74c5accc0df1--2019-02-19T17:00:00,2019-02-19T17:00:00.000Z,error,yes,Q18026233,absent
318,GNMT,HGNC:4415,glycine N-methyltransferase deficiency,MONDO_0011698,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/cafb0200-f6cf-482d-9ffb-69ae7bc43669--2019-05-10T16:00:00,2019-05-10T16:00:00.000Z,error,no,Q18038724,Q32146351
319,GP1BB,HGNC:4440,Bernard-Soulier syndrome,MONDO_0009276,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/2064876d-ea54-4ace-be76-f700cfefbf90--2019-06-06T16:00:00,2019-06-06T16:00:00.000Z,error,yes,Q18026315,absent
320,GP6,HGNC:14388,platelet-type bleeding disorder 11,MONDO_0013623,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/76262cf5-f2cd-4466-b542-bf2334a96c73--2019-10-23T16:00:00,2019-10-23T16:00:00.000Z,complete,yes,Q14905651,Q32146625
321,GP9,HGNC:4444,Bernard-Soulier syndrome,MONDO_0009276,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/af66eb15-10fe-4c2b-bff2-b8c8bf813174--2019-11-27T17:00:00,2019-11-27T17:00:00.000Z,error,yes,Q18026323,absent
322,GPC3,HGNC:4451,Simpson-Golabi-Behmel syndrome,MONDO_0010731,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/5b8b02d6-1d60-4b4c-bb8a-b976907087c7--2019-12-31T17:54:22,2019-12-31T17:54:22.159Z,complete,yes,Q18026064,Q478891
323,GPD1L,HGNC:28956,Brugada syndrome 1,MONDO_0011001,SOP4,Disputed,https://search.clinicalgenome.org/kb/gene-validity/10149,false,error,no,Q5514164,Q27677682
324,GPSM2,HGNC:29501,Chudley-McCullough syndrome,MONDO_0011411,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/cd40cf49-a25c-450b-be6b-b80eef958f4c--2018-05-01T16:00:00,2018-05-01T16:00:00.000Z,complete,yes,Q18039682,Q9390217
325,GREM1,HGNC:2001,hereditary mixed polyposis syndrome,MONDO_0011023,SOP4,Strong,https://search.clinicalgenome.org/kb/gene-validity/8444,2016-10-11T00:00:00,error,no,Q18038310,Q55783045
326,GRHL2,HGNC:2799,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Strong,https://search.clinicalgenome.org/kb/gene-validity/a2ca9952-b611-4e6f-bbf8-aa5175248d01--2018-01-16T17:00:00,2018-01-16T17:00:00.000Z,error,no,Q18046508,Q9079046
327,GRIA3,HGNC:4573,X-linked syndromic intellectual disability,MONDO_0020119,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/25f94660-0a8d-4f3a-8f6c-dde1b38a8ab7--2019-09-09T17:33:42,2019-09-09T17:33:42.692Z,error,no,Q15320180,Q8041560
328,GRIA3,HGNC:4573,X-linked syndromic intellectual disability,MONDO_0020119,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/25f94660-0a8d-4f3a-8f6c-dde1b38a8ab7--2017-10-20T16:00:00,2017-10-20T16:00:00.000Z,error,no,Q15320180,Q8041560
329,GRIN1,HGNC:4584,complex neurodevelopmental disorder,MONDO_0100038,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/b98e5df5-8f39-4fd6-9715-bb8da7dc1806--2018-11-20T05:00:00,2018-11-20T05:00:00.000Z,error,yes,Q18026512,absent
330,GRIN1,HGNC:4584,complex neurodevelopmental disorder,MONDO_0100038,SOP6,Moderate,https://search.clinicalgenome.org/kb/gene-validity/22693f82-fde1-4123-9cfb-6ec27e0c1ac6--2019-03-07T17:00:00,2019-03-07T17:00:00.000Z,error,no,Q18026512,absent
331,GRIN2A,HGNC:4585,complex neurodevelopmental disorder,MONDO_0100038,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/0c405372-b99b-42fc-836d-65d7c0cbd279--2019-07-16T16:00:00,2019-07-16T16:00:00.000Z,error,yes,Q18026515,absent
332,GRIN2D,HGNC:4588,infantile epilepsy syndrome,MONDO_0020071,SOP5,Limited,https://search.clinicalgenome.org/kb/gene-validity/a52befb3-e9e0-46f1-9abf-8ead03151230--2018-07-06T12:34:56,2018-07-06T12:34:56.418Z,error,no,Q18026524,Q18553413
333,GRXCR1,HGNC:31673,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/4becaf23-4b72-4dd1-a5aa-4deccbb394ea--2018-04-24T04:00:00,2018-04-24T04:00:00.000Z,complete,yes,Q18056631,Q9079046
334,GRXCR2,HGNC:33862,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Moderate,https://search.clinicalgenome.org/kb/gene-validity/207f12b7-3148-4a8f-88f8-f78ac5bb294c--2019-01-07T17:00:00,2019-01-07T17:00:00.000Z,error,no,Q18059543,Q9079046
335,GSDME,HGNC:2810,autosomal dominant nonsyndromic deafness,MONDO_0019587,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/9b0a844b-f968-48e0-8940-35584eb3454b--2018-07-19T18:55:13,2018-07-19T18:55:13.195Z,error,yes,Q17913980,absent
336,GSS,HGNC:4624,inherited glutathione synthetase deficiency,MONDO_0017909,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/69a8e645-0e10-4ea9-8545-212ce9b0dcbf--2019-04-26T16:49:38,2019-04-26T16:49:38.731Z,error,yes,Q18015278,absent
337,GSTZ1,HGNC:4643,maleylacetoacetate isomerase deficiency,MONDO_0060527,SOP6,Moderate,https://search.clinicalgenome.org/kb/gene-validity/8c287e0b-88be-4fbb-82a6-a8c70d430506--2019-03-22T16:00:00,2019-03-22T16:00:00.000Z,error,no,Q18026605,absent
338,GTPBP3,HGNC:14880,Leigh syndrome,MONDO_0009723,SOP7,Moderate,https://search.clinicalgenome.org/kb/gene-validity/0d1b0a47-e62d-48dd-8e0d-f2b1aff014a7--2020-02-12T20:32:56,2020-02-12T20:32:56.857Z,error,no,Q18047742,absent
339,HADH,HGNC:4799,hyperinsulinism due to short chain 3-hydroxylacyl-CoA dehydrogenase deficiency,MONDO_0009278,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/c2f238b9-4eb5-426c-a27a-ecb7b468d9e4--2018-06-26T16:00:00,2018-06-26T16:00:00.000Z,error,yes,Q18026785,absent
340,HADHA,HGNC:4801,long chain 3-hydroxyacyl-CoA dehydrogenase deficiency,MONDO_0012173,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/c8a5e15b-21f7-49cc-987c-5f3585742bbe--2018-02-12T17:00:00,2018-02-12T17:00:00.000Z,error,yes,Q1145906,absent
341,HADHB,HGNC:4803,mitochondrial trifunctional protein deficiency,MONDO_0012172,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/65cb0124-8476-422c-924f-15fac7c95592--2018-05-08T16:00:00,2018-05-08T16:00:00.000Z,error,yes,Q14912985,absent
342,HARS,HGNC:4816,Usher syndrome type 3,MONDO_0016485,SOP5,Refuted,https://search.clinicalgenome.org/kb/gene-validity/ca3372fa-f205-44e5-8bd9-6c64c40ebd93--2018-05-24T19:57:34,2018-05-24T19:57:34.534Z,error,no,Q18026787,absent
343,HARS2,HGNC:4817,Perrault syndrome 2,MONDO_0013972,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/5c5ed5f6-4068-4e15-a195-6098e4ee2093--2018-05-15T16:00:00,2018-05-15T16:00:00.000Z,error,no,Q18037182,absent
344,HCN4,HGNC:16882,familial thoracic aortic aneurysm and aortic dissection,MONDO_0019625,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/8262,2016-12-22T00:00:00,error,no,Q18034961,absent
345,HCN4,HGNC:16882,Brugada syndrome 1,MONDO_0011001,SOP4,Disputed,https://search.clinicalgenome.org/kb/gene-validity/10150,false,error,no,Q18034961,Q27677682
346,HDAC8,HGNC:13315,Cornelia de Lange syndrome,MONDO_0016033,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/a7d29159-4c90-488e-a4e1-b006d70ae762--2018-09-11T14:25:39,2018-09-11T14:25:39.606Z,complete,yes,Q18042128,Q1133289
347,HGD,HGNC:4892,alkaptonuria,MONDO_0008753,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/5186836d-d9c6-4829-a0c9-59548460d6f2--2019-02-08T17:00:00,2019-02-08T17:00:00.000Z,complete,yes,Q18026884,Q651680
348,HGF,HGNC:4893,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Moderate,https://search.clinicalgenome.org/kb/gene-validity/8828a306-1262-4bbf-9661-f3d13d0f44a7--2018-01-16T17:00:00,2018-01-16T17:00:00.000Z,error,no,Q14906204,Q9079046
349,HIBCH,HGNC:4908,neurodegeneration due to 3-hydroxyisobutyryl-CoA hydrolase deficiency,MONDO_0009603,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/26621ace-7c6b-4a1c-8286-02c4cb8a1544--2019-11-07T22:24:37,2019-11-07T22:24:37.403Z,complete,yes,Q20970016,Q2823334
350,HMGCL,HGNC:5005,3-hydroxy-3-methylglutaric aciduria,MONDO_0009520,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/f4d084e5-a740-4bfd-a850-d6db900d4a4e--2018-06-26T16:00:00,2018-06-26T16:00:00.000Z,complete,yes,Q18027023,Q4634217
351,HMGCS2,HGNC:5008,3-hydroxy-3-methylglutaryl-CoA synthase deficiency,MONDO_0011614,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/b3f49254-4635-4961-83b9-31c7ebc7f159--2018-05-22T16:00:00,2018-05-22T16:00:00.000Z,complete,yes,Q18027029,Q55783430
352,HNF1A,HGNC:11621,monogenic diabetes,MONDO_0015967,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/2f6d71c6-6595-49bf-a50e-fce726b22088--2018-10-05T16:00:00,2018-10-05T16:00:00.000Z,complete,yes,Q18031867,Q55785854
353,HNF1B,HGNC:11630,renal cysts and diabetes syndrome,MONDO_0007669,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/4174ea0a-6901-4070-ad93-d92614fd55c0--2019-12-10T17:00:00,2019-12-10T17:00:00.000Z,error,yes,Q18031868,absent
354,HNF4A,HGNC:5024,monogenic diabetes,MONDO_0015967,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/98cb808e-02d3-4378-8e6b-9b1b2883cc65--2019-02-27T17:00:00,2019-02-27T17:00:00.000Z,complete,yes,Q18027054,Q55785854
355,HNRNPK,HGNC:5044,neurodevelopmental disorder-craniofacial dysmorphism-cardiac defect-hip dysplasia syndrome,MONDO_0018681,SOP4,Moderate,https://search.clinicalgenome.org/kb/gene-validity/5456,2016-11-15T00:00:00,error,no,Q18027099,Q56014190
356,HOMER2,HGNC:17513,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Moderate,https://search.clinicalgenome.org/kb/gene-validity/9158c2a6-f11b-47b4-ac7d-45471f7255a1--2018-10-16T16:00:00,2018-10-16T16:00:00.000Z,error,no,Q18034249,Q9079046
357,HOXA1,HGNC:5099,complex neurodevelopmental disorder,MONDO_0100038,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/1e0e605f-c82a-4e34-b913-8dc6b72b4881--2019-06-19T16:00:00,2019-06-19T16:00:00.000Z,error,yes,Q18027119,absent
358,HPD,HGNC:5147,tyrosinemia type III,MONDO_0010162,SOP6,Moderate,https://search.clinicalgenome.org/kb/gene-validity/89eb4236-9243-490b-bc73-fb3b99675eb9--2019-02-22T17:00:00,2019-02-22T17:00:00.000Z,error,no,Q18027235,absent
359,HPRT1,HGNC:5157,Lesch-Nyhan syndrome,MONDO_0010298,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/9597,2018-03-07T00:00:00,error,yes,Q67019896,absent
360,HPS1,HGNC:5163,Hermansky-Pudlak syndrome 1,MONDO_0008748,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/f6d44a89-527f-4864-a1e1-dcd0a17000ca--2019-07-22T14:28:42,2019-07-22T14:28:42.174Z,error,yes,Q18027261,absent
361,HRAS,HGNC:5173,Noonan syndrome,MONDO_0018997,SOP5,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/448befff-06c2-42ad-a9aa-fbc80e920983--2018-07-24T13:51:08,2018-07-24T13:51:08.540Z,error,no,Q14884140,absent
362,HRAS,HGNC:5173,cardiofaciocutaneous syndrome,MONDO_0015280,SOP5,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/cf9e4292-f4e6-4aec-b405-e0591c8c739f--2018-07-24T15:51:30,2018-07-24T15:51:30.404Z,error,no,Q14884140,absent
363,HRAS,HGNC:5173,Costello syndrome,MONDO_0009026,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/6a40ab43-3c9f-45c0-9ec0-0371d6f0d5c8--2018-07-24T17:34:15,2018-07-24T17:34:15.869Z,complete,yes,Q14884140,Q1136492
364,HRAS,HGNC:5173,Noonan syndrome with multiple lentigines,MONDO_0007893,SOP5,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/0fa8a2dd-fd4c-46ed-91c9-7fa0b06d155d--2018-07-24T20:26:01,2018-07-24T20:26:01.107Z,error,no,Q14884140,absent
365,HRAS,HGNC:5173,Noonan syndrome-like disorder with loose anagen hair,MONDO_0011899,SOP5,Disputed,https://search.clinicalgenome.org/kb/gene-validity/94630309-c540-48b3-a27f-0ee1891091c1--2018-07-25T13:52:08,2018-07-25T13:52:08.365Z,error,no,Q14884140,Q55783530
366,HSD17B10,HGNC:4800,HSD10 disease,MONDO_0010327,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/9232b352-a845-4404-8a98-34cb6ad6ff0e--2018-10-09T16:00:00,2018-10-09T16:00:00.000Z,error,yes,Q18026773,absent
367,HSD17B4,HGNC:5213,Perrault syndrome,MONDO_0017312,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/dbc9308c-2310-4e0a-9354-667dbd3c7d5d--2018-05-30T12:45:49,2018-05-30T12:45:49.495Z,error,yes,Q18027320,absent
368,HUWE1,HGNC:30892,non-syndromic X-linked intellectual disability,MONDO_0019181,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/9518,2017-10-20T00:00:00,error,yes,Q18035005,absent
369,IARS2,HGNC:29685,Leigh syndrome,MONDO_0009723,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/50877212-c671-406b-8cb6-195c7369a96c--2019-11-25T15:44:42,2019-11-25T15:44:42.667Z,error,no,Q18041973,absent
370,IDS,HGNC:5389,mucopolysaccharidosis type 2,MONDO_0010674,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/9553,2018-02-21T00:00:00,complete,yes,Q14905635,Q1529983
371,IL1RAPL1,HGNC:5996,"intellectual disability, X-linked 21",MONDO_0010256,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/9519,2018-01-03T00:00:00,error,yes,Q18036152,absent
372,ILDR1,HGNC:28741,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/e5e1a608-edc3-405c-805f-a7ed162c2bbc--2017-11-21T17:00:00,2017-11-21T17:00:00.000Z,complete,yes,Q18054855,Q9079046
373,IQSEC2,HGNC:29059,complex neurodevelopmental disorder,MONDO_0100038,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/0916cda1-5213-4f88-9835-34c3931526a2--2019-06-05T16:00:00,2019-06-05T16:00:00.000Z,error,yes,Q18036721,absent
374,ITGA2B,HGNC:6138,Glanzmann's thrombasthenia,MONDO_0010119,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/9fa894f5-f9e4-4b6d-bdde-eeb7ad9507e2--2019-09-04T14:30:15,2019-09-04T14:30:15.007Z,complete,yes,Q18028014,Q1529258
375,ITGB3,HGNC:6156,Glanzmann's thrombasthenia,MONDO_0010119,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/e16b727e-c4c6-4d1d-8e66-8acab2b605fa--2019-08-28T16:00:00,2019-08-28T16:00:00.000Z,complete,yes,Q14913635,Q1529258
376,ITK,HGNC:6171,lymphoproliferative syndrome 1,MONDO_0013081,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/63552229-5e8c-4a94-b428-ec9a56a0aa5f--2019-11-21T19:31:48,2019-11-21T19:31:48.945Z,complete,yes,Q14911916,Q28024525
377,IVD,HGNC:6186,isovaleric acidemia,MONDO_0009475,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/05f5d468-2f46-44f3-ba67-c4e708d2954f--2019-05-10T16:00:00,2019-05-10T16:00:00.000Z,complete,yes,Q3195538,Q3278042
378,JPH2,HGNC:14202,hypertrophic cardiomyopathy 17,MONDO_0013474,SOP4,Moderate,https://search.clinicalgenome.org/kb/gene-validity/8500,2017-07-18T00:00:00,error,no,Q18042938,Q27674936
379,KARS,HGNC:6215,nonsyndromic genetic deafness,MONDO_0019497,SOP5,Limited,https://search.clinicalgenome.org/kb/gene-validity/f5239ac3-1506-4b0e-9055-632ba895ca0c--2018-08-24T12:18:34,2018-08-24T12:18:34.618Z,error,no,Q18028112,Q9079046
380,KAT6B,HGNC:17582,RASopathy,MONDO_0021060,SOP6,Disputed,https://search.clinicalgenome.org/kb/gene-validity/fb3c40d8-3aea-45bf-949e-c3ba7d96a6b4--2019-02-04T17:00:00,2019-02-04T17:00:00.000Z,error,no,Q18037239,absent
381,KCNA2,HGNC:6220,undetermined early-onset epileptic encephalopathy,MONDO_0018614,SOP4,Strong,https://search.clinicalgenome.org/kb/gene-validity/10049,2017-10-20T00:00:00,error,no,Q18028115,Q56014174
382,KCNB1,HGNC:6231,complex neurodevelopmental disorder,MONDO_0100038,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/986348ad-e8bb-4391-9478-7834a19415cb--2019-04-16T16:00:00,2019-04-16T16:00:00.000Z,error,yes,Q18028136,absent
383,KCND3,HGNC:6239,Brugada syndrome 1,MONDO_0011001,SOP4,Disputed,https://search.clinicalgenome.org/kb/gene-validity/10151,false,error,no,Q18028156,Q27677682
384,KCNE1,HGNC:6240,Jervell and Lange-Nielsen syndrome 2,MONDO_0012871,SOP6,Moderate,https://search.clinicalgenome.org/kb/gene-validity/a1d7672c-743f-4b93-b620-e20db96e47bd--2018-06-22T04:00:00,2018-06-22T04:00:00.000Z,error,no,Q14905770,Q55999921
385,KCNE3,HGNC:6243,Brugada syndrome,MONDO_0015263,SOP4,Disputed,https://search.clinicalgenome.org/kb/gene-validity/10152,false,error,no,Q14594058,absent
386,KCNE5,HGNC:6241,Brugada syndrome,MONDO_0015263,SOP4,Disputed,https://search.clinicalgenome.org/kb/gene-validity/10153,false,error,no,Q18037551,absent
387,KCNH2,HGNC:6251,Brugada syndrome,MONDO_0015263,SOP4,Disputed,https://search.clinicalgenome.org/kb/gene-validity/10154,2017-11-21T17:00:00,error,no,Q14865830,absent
388,KCNJ10,HGNC:6256,enlarged vestibular aqueduct syndrome,MONDO_0023069,SOP5,Disputed,https://search.clinicalgenome.org/kb/gene-validity/09f81c95-1213-4029-a6bd-279e52f240c7--2018-09-18T18:15:46,2018-09-18T18:15:46.700Z,error,no,Q18028187,Q2241556
389,KCNJ8,HGNC:6269,Brugada syndrome 1,MONDO_0011001,SOP4,Disputed,https://search.clinicalgenome.org/kb/gene-validity/10155,false,error,no,Q18028182,Q27677682
390,KCNQ1,HGNC:6294,hypertrophic cardiomyopathy,MONDO_0005045,SOP4,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/10046,2017-04-04T00:00:00,error,no,Q14865150,absent
391,KCNQ1,HGNC:6294,hypertrophic cardiomyopathy,MONDO_0005045,SOP4,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/10059,2017-01-31T15:00:00,error,no,Q14865150,absent
392,KCNQ1,HGNC:6294,Jervell and Lange-Nielsen syndrome,MONDO_0009078,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/2cb5cd32-6663-48bc-b8b0-3b9ca34e2cb7--2017-12-19T05:00:00,2017-12-19T05:00:00.000Z,error,yes,Q14865150,absent
393,KCNQ2,HGNC:6296,undetermined early-onset epileptic encephalopathy,MONDO_0018614,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/0063ff66-c988-4635-a309-2af473917898--2018-06-14T14:54:01,2018-06-14T14:54:01.804Z,complete,yes,Q14914307,Q56014174
394,KCNQ4,HGNC:6298,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/88196c6d-4bd7-4aff-ba98-c7b4411c562d--2017-11-21T17:00:00,2017-11-21T17:00:00.000Z,complete,yes,Q18033856,Q9079046
395,KCNT1,HGNC:18865,malignant migrating partial seizures of infancy,MONDO_0017385,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/10053,false,error,yes,Q18043170,absent
396,KDM5C,HGNC:11114,X-linked syndromic intellectual disability,MONDO_0020119,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/36896d71-1c04-4176-8cd9-16f5b283ef9c--2018-09-28T16:00:00,2018-09-28T16:00:00.000Z,complete,yes,Q18032784,Q8041560
397,KIF1B,HGNC:16636,hereditary pheochromocytoma-paraganglioma,MONDO_0017366,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/8365,2017-06-22T00:00:00,error,no,Q18036720,Q56013982
398,KIT,HGNC:6342,gastrointestinal stromal tumor,MONDO_0011719,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/fa076c63-8ffe-46ff-ba44-255a6fca07e5--2020-01-14T18:46:19,2020-01-14T18:46:19.396Z,complete,yes,Q20969938,Q1495661
399,KITLG,HGNC:6343,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/d2934de4-e4d7-41b7-8d12-83372e3b1b28--2018-01-16T17:00:00,2018-01-16T17:00:00.000Z,error,no,Q14912445,Q9079046
400,KLF10,HGNC:11810,hypertrophic cardiomyopathy,MONDO_0005045,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/524bb91c-07d4-4f65-bdc0-fc568a5930c8--2017-08-01T16:00:00,2017-08-01T16:00:00.000Z,error,no,Q18031990,absent
401,KLF11,HGNC:11811,monogenic diabetes,MONDO_0015967,SOP7,Disputed,https://search.clinicalgenome.org/kb/gene-validity/b1e38a49-7c12-4514-a2a1-109e04da146f--2020-02-12T17:00:00,2020-02-12T17:00:00.000Z,error,no,Q18032954,Q55785854
402,KLHL24,HGNC:25947,"epidermolysis bullosa simplex, generalized, with scarring and hair loss; EBSSH",MONDO_0015006,SOP4,Strong,https://search.clinicalgenome.org/kb/gene-validity/10140,false,error,no,Q18041265,Q55785175
403,KLHL40,HGNC:30372,nemaline myopathy 8,MONDO_0014138,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/dd1008a8-dd54-43d0-962c-82453975dc3a--2019-11-05T13:46:03,2019-11-05T13:46:03.480Z,complete,yes,Q18050101,Q32144863
